# Configuracion:
# Concentracion g/m^3_=_19900.0
# C_Vs_to_Am_M_A/Vsm_=_254322799225.57578
# pendiente_HvsI_1/m_=_3716.3
# ordenada_HvsI_A/m_=_1297.0
# frecuencia_ref_Hz_=_268004.56493214273
# 
Resultados:
# tau_s_=_(8.88+/-1.43)e-08
# dphi_rad_=_6.43+/-0.02
# SAR_W/g_=_332.04+/-79.85
# Hc_kA/m_=_6.74+/-0.96
# Mr_A/m_=_325.94+/-88.56
# Suceptibilidad_a_M=0_=_0.0529+/-0.0089

Nombre_archivo	Time_m	Temperatura_(ºC)	Mr_(A/m)	Hc_(kA/m)	Campo_max_(A/m)	Mag_max_(A/m)	f0	mag0	dphi0	SAR_(W/g)	Tau_(s)	N	xi_M_0
265kHz_100dA_100Mss_NE5X008.txt	04/07/2024 17:50:42	-31.2	199.81	5.57	38460.00	834.44	2.679768e+05	1.374785e+01	6.404943e+00	230.32	7.267074e-08	4478	3.899e-02
265kHz_100dA_100Mss_NE5X009.txt	04/07/2024 17:50:42	-31.2	195.71	5.50	38460.00	830.25	2.680366e+05	1.364391e+01	6.401218e+00	221.66	7.042544e-08	4477	3.851e-02
265kHz_100dA_100Mss_NE5X010.txt	04/07/2024 17:50:43	-29.0	197.71	5.54	38460.00	826.08	2.679768e+05	1.362522e+01	6.404498e+00	227.43	7.240181e-08	4478	3.867e-02
265kHz_100dA_100Mss_NE5X011.txt	04/07/2024 17:50:43	-29.0	194.47	5.44	38460.00	828.57	2.679768e+05	1.363856e+01	6.400300e+00	219.81	6.987308e-08	4478	3.889e-02
265kHz_100dA_100Mss_NE5X012.txt	04/07/2024 17:50:44	-26.6	193.44	5.40	38460.00	825.06	2.679768e+05	1.358979e+01	6.399425e+00	217.40	6.934552e-08	4478	3.881e-02
265kHz_100dA_100Mss_NE5X013.txt	04/07/2024 17:50:44	-26.6	191.59	5.34	38460.00	830.72	2.680366e+05	1.365055e+01	6.396622e+00	213.17	6.765925e-08	4477	3.881e-02
265kHz_100dA_100Mss_NE5X014.txt	04/07/2024 17:50:45	-24.4	193.14	5.41	38460.00	821.83	2.680366e+05	1.354305e+01	6.400197e+00	218.13	6.981063e-08	4477	3.869e-02
265kHz_100dA_100Mss_NE5X015.txt	04/07/2024 17:50:45	-24.4	193.16	5.38	38460.00	824.89	2.679768e+05	1.360256e+01	6.399844e+00	218.38	6.959823e-08	4478	3.900e-02
265kHz_100dA_100Mss_NE5X016.txt	04/07/2024 17:50:46	-21.7	192.25	5.35	38460.00	825.34	2.680366e+05	1.360220e+01	6.398808e+00	216.50	6.897480e-08	4477	3.889e-02
265kHz_100dA_100Mss_NE5X017.txt	04/07/2024 17:50:46	-21.7	189.22	5.25	38460.00	828.58	2.679768e+05	1.363064e+01	6.394667e+00	209.16	6.648370e-08	4478	3.914e-02
265kHz_100dA_100Mss_NE5X018.txt	04/07/2024 17:50:47	-20.3	190.35	5.30	38460.00	823.04	2.680366e+05	1.356283e+01	6.397108e+00	212.71	6.795046e-08	4477	3.896e-02
265kHz_100dA_100Mss_NE5X019.txt	04/07/2024 17:50:48	-19.1	188.81	5.24	38460.00	823.41	2.680366e+05	1.356109e+01	6.395308e+00	209.34	6.686755e-08	4477	3.909e-02
265kHz_100dA_100Mss_NE5X020.txt	04/07/2024 17:50:48	-19.1	187.37	5.20	38460.00	823.80	2.680366e+05	1.356775e+01	6.393603e+00	206.27	6.584217e-08	4477	3.912e-02
265kHz_100dA_100Mss_NE5X021.txt	04/07/2024 17:50:49	-18.1	192.49	5.32	38460.00	819.16	2.680366e+05	1.353990e+01	6.400081e+00	217.87	6.973962e-08	4477	3.913e-02
265kHz_100dA_100Mss_NE5X022.txt	04/07/2024 17:50:49	-18.1	188.33	5.20	38460.00	824.04	2.680366e+05	1.357974e+01	6.394569e+00	208.25	6.642345e-08	4477	3.898e-02
265kHz_100dA_100Mss_NE5X023.txt	04/07/2024 17:50:50	-17.2	186.71	5.16	38460.00	826.58	2.679768e+05	1.360567e+01	6.392874e+00	205.44	6.540414e-08	4478	3.909e-02
265kHz_100dA_100Mss_NE5X024.txt	04/07/2024 17:50:50	-17.2	185.26	5.12	38460.00	829.01	2.680366e+05	1.362129e+01	6.390606e+00	201.48	6.404099e-08	4477	3.905e-02
265kHz_100dA_100Mss_NE5X025.txt	04/07/2024 17:50:51	-16.4	189.61	5.24	38460.00	824.18	2.679768e+05	1.359825e+01	6.397010e+00	213.03	6.789116e-08	4478	3.909e-02
265kHz_100dA_100Mss_NE5X026.txt	04/07/2024 17:50:51	-16.4	191.28	5.26	38460.00	819.62	2.679768e+05	1.356020e+01	6.399165e+00	216.44	6.918896e-08	4478	3.916e-02
265kHz_100dA_100Mss_NE5X027.txt	04/07/2024 17:50:52	-16.1	187.52	5.18	38460.00	822.36	2.679768e+05	1.356064e+01	6.395012e+00	208.73	6.668981e-08	4478	3.909e-02
265kHz_100dA_100Mss_NE5X028.txt	04/07/2024 17:50:52	-16.1	187.88	5.18	38460.00	826.17	2.680366e+05	1.361527e+01	6.394668e+00	208.98	6.648279e-08	4477	3.914e-02
265kHz_100dA_100Mss_NE5X029.txt	04/07/2024 17:50:53	-14.5	186.98	5.18	38460.00	818.93	2.679768e+05	1.350903e+01	6.394834e+00	207.61	6.658283e-08	4478	3.905e-02
265kHz_100dA_100Mss_NE5X030.txt	04/07/2024 17:50:53	-14.5	187.68	5.19	38460.00	821.47	2.680366e+05	1.355028e+01	6.395459e+00	209.45	6.695850e-08	4477	3.901e-02
265kHz_100dA_100Mss_NE5X031.txt	04/07/2024 17:50:54	-13.7	187.54	5.19	38460.00	817.72	2.679768e+05	1.350271e+01	6.396108e+00	209.87	6.734889e-08	4478	3.904e-02
265kHz_100dA_100Mss_NE5X032.txt	04/07/2024 17:50:54	-13.7	190.41	5.23	38460.00	819.44	2.679768e+05	1.356404e+01	6.399094e+00	216.37	6.914543e-08	4478	3.927e-02
265kHz_100dA_100Mss_NE5X033.txt	04/07/2024 17:50:55	-13.0	186.84	5.16	38460.00	820.80	2.680366e+05	1.354226e+01	6.394372e+00	207.31	6.630485e-08	4477	3.906e-02
265kHz_100dA_100Mss_NE5X034.txt	04/07/2024 17:50:55	-13.0	188.42	5.21	38460.00	820.75	2.680366e+05	1.354959e+01	6.396938e+00	212.19	6.784857e-08	4477	3.922e-02
265kHz_100dA_100Mss_NE5X035.txt	04/07/2024 17:50:56	-12.5	188.81	5.19	38460.00	819.36	2.680366e+05	1.354144e+01	6.396893e+00	211.97	6.782205e-08	4477	3.916e-02
265kHz_100dA_100Mss_NE5X036.txt	04/07/2024 17:50:56	-12.5	186.94	5.16	38460.00	822.69	2.680366e+05	1.356890e+01	6.394863e+00	208.63	6.660105e-08	4477	3.907e-02
265kHz_100dA_100Mss_NE5X037.txt	04/07/2024 17:50:57	-12.0	184.41	5.06	38460.00	828.91	2.679768e+05	1.365077e+01	6.391168e+00	202.92	6.438014e-08	4478	3.931e-02
265kHz_100dA_100Mss_NE5X038.txt	04/07/2024 17:50:58	-11.0	183.61	5.08	38460.00	822.99	2.680366e+05	1.354903e+01	6.391237e+00	201.59	6.442217e-08	4477	3.900e-02
265kHz_100dA_100Mss_NE5X039.txt	04/07/2024 17:50:58	-11.0	185.21	5.12	38460.00	822.37	2.680366e+05	1.355092e+01	6.393594e+00	205.99	6.583800e-08	4477	3.898e-02
265kHz_100dA_100Mss_NE5X040.txt	04/07/2024 17:50:59	-10.0	182.67	5.05	38460.00	826.60	2.680366e+05	1.359758e+01	6.390265e+00	200.49	6.383798e-08	4477	3.904e-02
265kHz_100dA_100Mss_NE5X041.txt	04/07/2024 17:50:59	-10.0	186.26	5.14	38460.00	824.06	2.680366e+05	1.359797e+01	6.395261e+00	209.82	6.684046e-08	4477	3.896e-02
265kHz_100dA_100Mss_NE5X042.txt	04/07/2024 17:51:00	-9.1	183.96	5.04	38460.00	831.92	2.679768e+05	1.370024e+01	6.391363e+00	204.03	6.449821e-08	4478	3.907e-02
265kHz_100dA_100Mss_NE5X043.txt	04/07/2024 17:51:00	-9.1	181.96	5.04	38460.00	822.32	2.679768e+05	1.354390e+01	6.390745e+00	200.55	6.412559e-08	4478	3.863e-02
265kHz_100dA_100Mss_NE5X044.txt	04/07/2024 17:51:01	-8.7	184.06	5.11	38460.00	819.91	2.680366e+05	1.351169e+01	6.394126e+00	206.38	6.615802e-08	4477	3.872e-02
265kHz_100dA_100Mss_NE5X045.txt	04/07/2024 17:51:01	-8.7	184.58	5.11	38460.00	820.64	2.679768e+05	1.353781e+01	6.394334e+00	207.12	6.628362e-08	4478	3.872e-02
265kHz_100dA_100Mss_NE5X046.txt	04/07/2024 17:51:02	-8.0	181.71	5.01	38460.00	825.11	2.679768e+05	1.358100e+01	6.389895e+00	199.52	6.361553e-08	4478	3.879e-02
265kHz_100dA_100Mss_NE5X047.txt	04/07/2024 17:51:02	-8.0	180.18	4.94	38460.00	833.35	2.679768e+05	1.368734e+01	6.386708e+00	195.10	6.170178e-08	4478	3.911e-02
265kHz_100dA_100Mss_NE5X048.txt	04/07/2024 17:51:03	-7.1	184.94	5.12	38460.00	824.27	2.680366e+05	1.358166e+01	6.394187e+00	207.57	6.619451e-08	4477	3.890e-02
265kHz_100dA_100Mss_NE5X049.txt	04/07/2024 17:51:03	-7.1	184.35	5.07	38460.00	827.74	2.680366e+05	1.362798e+01	6.391771e+00	203.76	6.474278e-08	4477	3.914e-02
265kHz_100dA_100Mss_NE5X050.txt	04/07/2024 17:51:04	-7.1	182.95	5.03	38460.00	830.49	2.679768e+05	1.365599e+01	6.389083e+00	199.10	6.312734e-08	4478	3.906e-02
265kHz_100dA_100Mss_NE5X051.txt	04/07/2024 17:51:04	-7.1	187.93	5.17	38460.00	825.74	2.679768e+05	1.361515e+01	6.394972e+00	209.50	6.666692e-08	4478	3.925e-02
265kHz_100dA_100Mss_NE5X052.txt	04/07/2024 17:51:05	-6.6	188.24	5.11	38460.00	837.55	2.680366e+05	1.378029e+01	6.390994e+00	204.57	6.427564e-08	4477	3.979e-02
265kHz_100dA_100Mss_NE5X053.txt	04/07/2024 17:51:05	-6.6	195.22	5.24	38460.00	834.91	2.679768e+05	1.381028e+01	6.396984e+00	216.31	6.787677e-08	4478	4.045e-02
265kHz_100dA_100Mss_NE5X054.txt	04/07/2024 17:51:06	-6.2	199.99	5.34	38460.00	837.80	2.680366e+05	1.386138e+01	6.399779e+00	222.47	6.955806e-08	4477	4.063e-02
265kHz_100dA_100Mss_NE5X055.txt	04/07/2024 17:51:07	-5.9	200.32	5.27	38460.00	849.36	2.680366e+05	1.401517e+01	6.394379e+00	214.56	6.630946e-08	4477	4.136e-02
265kHz_100dA_100Mss_NE5X056.txt	04/07/2024 17:51:07	-5.9	204.90	5.36	38460.00	853.33	2.680366e+05	1.409507e+01	6.396274e+00	219.44	6.744877e-08	4477	4.161e-02
265kHz_100dA_100Mss_NE5X057.txt	04/07/2024 17:51:08	-5.6	212.93	5.49	38460.00	866.20	2.679768e+05	1.430406e+01	6.397184e+00	224.43	6.799602e-08	4478	4.236e-02
265kHz_100dA_100Mss_NE5X058.txt	04/07/2024 17:51:09	-5.4	224.64	5.73	38460.00	865.81	2.680366e+05	1.437110e+01	6.406970e+00	244.80	7.389086e-08	4477	4.300e-02
265kHz_100dA_100Mss_NE5X059.txt	04/07/2024 17:51:09	-5.4	231.51	5.82	38460.00	868.99	2.680366e+05	1.446511e+01	6.409760e+00	251.93	7.557405e-08	4477	4.386e-02
265kHz_100dA_100Mss_NE5X060.txt	04/07/2024 17:51:10	-5.2	232.56	5.84	38460.00	872.30	2.680366e+05	1.449218e+01	6.407223e+00	247.36	7.404313e-08	4477	4.385e-02
265kHz_100dA_100Mss_NE5X061.txt	04/07/2024 17:51:10	-5.2	233.97	5.80	38460.00	884.61	2.679768e+05	1.466517e+01	6.403195e+00	242.17	7.161517e-08	4478	4.451e-02
265kHz_100dA_100Mss_NE5X062.txt	04/07/2024 17:51:11	-5.1	237.01	5.85	38460.00	892.09	2.680366e+05	1.476966e+01	6.402583e+00	242.72	7.124638e-08	4477	4.497e-02
265kHz_100dA_100Mss_NE5X063.txt	04/07/2024 17:51:11	-5.1	250.98	6.14	38460.00	882.86	2.680366e+05	1.474576e+01	6.416208e+00	269.82	7.946756e-08	4477	4.534e-02
